event_id,timestamp,camera_id,species_key,common_name,confidence,confidence_calibrated,temporal_prior,softmax_entropy,review_required,burst_group_id,antler_classification
IE-CAM-R01-turkey-002219,2025-10-26T08:23:33,CAM-R01,turkey,Wild Turkey,0.8366,0.7886,0.9962,0.5164,False,BG-CAM-R01-20251026082333,
IE-CAM-O01-white_tailed_deer-001025,2025-10-26T10:33:54,CAM-O01,white_tailed_deer,White-tailed Deer,0.9297,0.8998,0.837,0.3746,False,BG-CAM-O01-20251026103354,doe
IE-CAM-P01-white_tailed_deer-001486,2025-10-26T17:08:17,CAM-P01,white_tailed_deer,White-tailed Deer,0.8896,0.8503,0.9775,0.4272,False,BG-CAM-P01-20251026170817,doe
IE-CAM-W01-white_tailed_deer-003314,2025-10-26T18:10:45,CAM-W01,white_tailed_deer,White-tailed Deer,0.8948,0.8565,0.9986,0.4116,False,BG-CAM-W01-20251026181045,doe
IE-CAM-F01-raccoon-000198,2025-10-26T21:30:53,CAM-F01,raccoon,Raccoon,0.8503,0.8042,0.8361,0.5232,False,BG-CAM-F01-20251026213053,
IE-CAM-F03-raccoon-000798,2025-10-26T23:15:48,CAM-F03,raccoon,Raccoon,0.8997,0.8625,0.9838,0.4043,False,BG-CAM-F03-20251026231548,
IE-CAM-W01-raccoon-003232,2025-10-26T23:56:18,CAM-W01,raccoon,Raccoon,0.8706,0.8277,0.9999,0.4595,False,BG-CAM-W01-20251026235618,
IE-CAM-F01-feral_hog-000106,2025-10-27T00:35:43,CAM-F01,feral_hog,Feral Hog,0.8769,0.8351,0.995,0.4487,False,BG-CAM-F01-20251027003543,
IE-CAM-F02-feral_hog-000438,2025-10-27T00:40:32,CAM-F02,feral_hog,Feral Hog,0.99,0.983,0.9968,0.088,False,BG-CAM-F02-20251027004032,
IE-CAM-T01-raccoon-002626,2025-10-27T04:04:48,CAM-T01,raccoon,Raccoon,0.8898,0.8505,0.6323,0.5086,False,BG-CAM-T01-20251027040448,
IE-CAM-P01-white_tailed_deer-001487,2025-10-27T05:51:40,CAM-P01,white_tailed_deer,White-tailed Deer,0.9499,0.9261,0.9948,0.2654,False,BG-CAM-P01-20251027055140,doe
IE-CAM-T02-white_tailed_deer-003026,2025-10-27T06:47:56,CAM-T02,white_tailed_deer,White-tailed Deer,0.9164,0.883,0.999,0.3612,False,BG-CAM-T02-20251027064756,doe
IE-CAM-T02-white_tailed_deer-003027,2025-10-27T07:36:34,CAM-T02,white_tailed_deer,White-tailed Deer,0.9433,0.9174,0.9853,0.2899,False,BG-CAM-T02-20251027073634,doe
IE-CAM-P01-turkey-001357,2025-10-27T08:38:29,CAM-P01,turkey,Wild Turkey,0.9571,0.9358,0.9896,0.2423,False,BG-CAM-P01-20251027083829,
IE-CAM-P03-armadillo-001792,2025-10-27T13:33:32,CAM-P03,armadillo,Nine-banded Armadillo,0.8731,0.8307,0.2623,0.6272,True,BG-CAM-P03-20251027133332,
IE-CAM-T02-armadillo-002763,2025-10-27T15:42:00,CAM-T02,armadillo,Nine-banded Armadillo,0.8669,0.8234,0.3028,0.6204,True,BG-CAM-T02-20251027154200,
IE-CAM-O02-coyote-001093,2025-10-27T17:08:59,CAM-O02,coyote,Coyote,0.8833,0.8427,0.983,0.4388,False,BG-CAM-O02-20251027170859,
IE-CAM-R02-bobcat-002319,2025-10-27T18:36:18,CAM-R02,bobcat,Bobcat,0.8633,0.8192,0.997,0.4732,False,BG-CAM-R02-20251027183618,
IE-CAM-P03-white_tailed_deer-002074,2025-10-27T18:59:00,CAM-P03,white_tailed_deer,White-tailed Deer,0.9146,0.8808,0.9971,0.3661,False,BG-CAM-P03-20251027185900,doe
IE-CAM-P02-axis_deer-001558,2025-10-27T21:07:14,CAM-P02,axis_deer,Axis Deer,0.8409,0.7935,0.9185,0.5225,False,BG-CAM-P02-20251027210714,
IE-CAM-W02-feral_hog-003413,2025-10-27T22:42:06,CAM-W02,feral_hog,Feral Hog,0.8138,0.7632,0.8631,0.5661,False,BG-CAM-W02-20251027224206,
IE-CAM-W02-feral_hog-003414,2025-10-28T01:20:31,CAM-W02,feral_hog,Feral Hog,0.9259,0.895,0.9968,0.3369,False,BG-CAM-W02-20251028012031,
IE-CAM-F01-feral_hog-000107,2025-10-28T01:33:58,CAM-F01,feral_hog,Feral Hog,0.8703,0.8274,0.9913,0.4617,False,BG-CAM-F01-20251028013358,
IE-CAM-W01-raccoon-003233,2025-10-28T03:43:43,CAM-W01,raccoon,Raccoon,0.8466,0.8,0.6795,0.5568,False,BG-CAM-W01-20251028034343,
IE-CAM-T02-turkey-002932,2025-10-28T07:50:30,CAM-T02,turkey,Wild Turkey,0.8923,0.8535,0.9993,0.4168,False,BG-CAM-T02-20251028075030,
IE-CAM-P01-turkey-001358,2025-10-28T07:55:28,CAM-P01,turkey,Wild Turkey,0.9558,0.9341,0.9998,0.243,False,BG-CAM-P01-20251028075528,
IE-CAM-F02-feral_hog-000439,2025-10-28T10:54:37,CAM-F02,feral_hog,Feral Hog,0.9606,0.9406,0.3124,0.514,False,BG-CAM-F02-20251028105437,
IE-CAM-W01-raccoon-003234,2025-10-28T14:24:55,CAM-W01,raccoon,Raccoon,0.885,0.8448,0.1861,0.6433,True,BG-CAM-W01-20251028142455,
IE-CAM-P02-white_tailed_deer-001722,2025-10-28T16:12:08,CAM-P02,white_tailed_deer,White-tailed Deer,0.8961,0.8581,0.9392,0.4226,False,BG-CAM-P02-20251028161208,buck
IE-CAM-P01-white_tailed_deer-001488,2025-10-28T19:44:43,CAM-P01,white_tailed_deer,White-tailed Deer,0.8951,0.8569,0.9816,0.4148,False,BG-CAM-P01-20251028194443,buck
IE-CAM-W02-raccoon-003478,2025-10-28T20:11:46,CAM-W02,raccoon,Raccoon,0.8397,0.7921,0.666,0.5675,False,BG-CAM-W02-20251028201146,
IE-CAM-F03-feral_hog-000722,2025-10-28T20:26:20,CAM-F03,feral_hog,Feral Hog,0.9003,0.8632,0.5969,0.5019,False,BG-CAM-F03-20251028202620,
IE-CAM-P03-feral_hog-001854,2025-10-28T23:00:00,CAM-P03,feral_hog,Feral Hog,0.8399,0.7924,0.8938,0.528,False,BG-CAM-P03-20251028230000,
IE-CAM-W02-feral_hog-003415,2025-10-29T00:34:08,CAM-W02,feral_hog,Feral Hog,0.8727,0.8302,0.9946,0.4566,False,BG-CAM-W02-20251029003408,
IE-CAM-F01-raccoon-000199,2025-10-29T02:52:47,CAM-F01,raccoon,Raccoon,0.7708,0.7166,0.7914,0.6176,True,BG-CAM-F01-20251029025247,
IE-CAM-O02-armadillo-001060,2025-10-29T04:12:15,CAM-O02,armadillo,Nine-banded Armadillo,0.8327,0.7842,0.7192,0.5663,False,BG-CAM-O02-20251029041215,
IE-CAM-F03-white_tailed_deer-000895,2025-10-29T04:19:48,CAM-F03,white_tailed_deer,White-tailed Deer,0.8595,0.8148,0.9449,0.4893,False,BG-CAM-F03-20251029041948,buck
IE-CAM-F03-feral_hog-000723,2025-10-29T07:01:39,CAM-F03,feral_hog,Feral Hog,0.8394,0.7918,0.458,0.6072,True,BG-CAM-F03-20251029070139,
IE-CAM-R01-axis_deer-002139,2025-10-29T07:24:24,CAM-R01,axis_deer,Axis Deer,0.7443,0.6886,0.9985,0.6203,True,BG-CAM-R01-20251029072424,
IE-CAM-F02-white_tailed_deer-000616,2025-10-29T09:06:34,CAM-F02,white_tailed_deer,White-tailed Deer,0.9255,0.8945,0.9239,0.359,False,BG-CAM-F02-20251029090634,doe
IE-CAM-T02-turkey-002933,2025-10-29T09:15:35,CAM-T02,turkey,Wild Turkey,0.8758,0.8338,0.9602,0.4579,False,BG-CAM-T02-20251029091535,
IE-CAM-P01-turkey-001359,2025-10-29T10:07:48,CAM-P01,turkey,Wild Turkey,0.848,0.8016,0.8902,0.5169,False,BG-CAM-P01-20251029100748,
IE-CAM-P03-turkey-001937,2025-10-29T10:47:44,CAM-P03,turkey,Wild Turkey,0.9183,0.8854,0.8182,0.4065,False,BG-CAM-P03-20251029104744,
IE-CAM-P01-white_tailed_deer-001489,2025-10-29T17:54:26,CAM-P01,white_tailed_deer,White-tailed Deer,0.9386,0.9113,0.9956,0.3009,False,BG-CAM-P01-20251029175426,buck
IE-CAM-W01-white_tailed_deer-003315,2025-10-29T18:22:24,CAM-W01,white_tailed_deer,White-tailed Deer,0.9633,0.9443,0.9998,0.2151,False,BG-CAM-W01-20251029182224,doe
IE-CAM-R02-coyote-002350,2025-10-29T19:03:33,CAM-R02,coyote,Coyote,0.9039,0.8676,0.9972,0.3916,False,BG-CAM-R02-20251029190333,
IE-CAM-O01-armadillo-000940,2025-10-29T23:06:46,CAM-O01,armadillo,Nine-banded Armadillo,0.8634,0.8193,0.9513,0.4816,False,BG-CAM-O01-20251029230646,
IE-CAM-W01-raccoon-003235,2025-10-29T23:25:17,CAM-W01,raccoon,Raccoon,0.8873,0.8475,0.9901,0.4292,False,BG-CAM-W01-20251029232517,
IE-CAM-W01-feral_hog-003159,2025-10-29T23:54:05,CAM-W01,feral_hog,Feral Hog,0.9175,0.8844,0.966,0.3673,False,BG-CAM-W01-20251029235405,
IE-CAM-O02-feral_hog-001111,2025-10-29T23:57:14,CAM-O02,feral_hog,Feral Hog,0.8611,0.8167,0.969,0.4821,False,BG-CAM-O02-20251029235714,
IE-CAM-R02-raccoon-002404,2025-10-30T01:36:01,CAM-R02,raccoon,Raccoon,0.8314,0.7828,0.9286,0.5342,False,BG-CAM-R02-20251030013601,
IE-CAM-W02-feral_hog-003416,2025-10-30T01:42:47,CAM-W02,feral_hog,Feral Hog,0.8336,0.7852,0.986,0.5224,False,BG-CAM-W02-20251030014247,
IE-CAM-W01-feral_hog-003160,2025-10-30T02:44:14,CAM-W01,feral_hog,Feral Hog,0.9192,0.8865,0.9186,0.3762,False,BG-CAM-W01-20251030024414,
IE-CAM-P02-white_tailed_deer-001723,2025-10-30T05:23:45,CAM-P02,white_tailed_deer,White-tailed Deer,0.9063,0.8705,0.9849,0.3892,False,BG-CAM-P02-20251030052345,buck
IE-CAM-O02-axis_deer-001073,2025-10-30T06:29:10,CAM-O02,axis_deer,Axis Deer,0.801,0.7491,0.9975,0.5636,False,BG-CAM-O02-20251030062910,
IE-CAM-T02-white_tailed_deer-003028,2025-10-30T08:33:31,CAM-T02,white_tailed_deer,White-tailed Deer,0.9044,0.8682,0.951,0.4019,False,BG-CAM-T02-20251030083331,doe
IE-CAM-F02-turkey-000532,2025-10-30T08:51:09,CAM-F02,turkey,Wild Turkey,0.9003,0.8632,0.9814,0.4036,False,BG-CAM-F02-20251030085109,
IE-CAM-W01-white_tailed_deer-003316,2025-10-30T09:18:01,CAM-W01,white_tailed_deer,White-tailed Deer,0.9114,0.8768,0.913,0.396,False,BG-CAM-W01-20251030091801,doe
IE-CAM-F03-coyote-000640,2025-10-30T11:14:47,CAM-F03,coyote,Coyote,0.8145,0.7639,0.8339,0.5695,False,BG-CAM-F03-20251030111447,
IE-CAM-F03-white_tailed_deer-000896,2025-10-30T18:06:13,CAM-F03,white_tailed_deer,White-tailed Deer,0.9007,0.8637,0.998,0.3987,False,BG-CAM-F03-20251030180613,doe
IE-CAM-T01-white_tailed_deer-002713,2025-10-30T20:41:31,CAM-T01,white_tailed_deer,White-tailed Deer,0.8887,0.8492,0.9449,0.4363,False,BG-CAM-T01-20251030204131,doe
IE-CAM-P03-armadillo-001793,2025-10-30T23:00:20,CAM-P03,armadillo,Nine-banded Armadillo,0.8552,0.8098,0.9443,0.4964,False,BG-CAM-P03-20251030230020,
IE-CAM-W01-feral_hog-003161,2025-10-31T00:56:55,CAM-W01,feral_hog,Feral Hog,0.8727,0.8302,0.9999,0.4556,False,BG-CAM-W01-20251031005655,
IE-CAM-T01-feral_hog-002598,2025-10-31T01:34:48,CAM-T01,feral_hog,Feral Hog,0.974,0.9593,0.9908,0.1743,False,BG-CAM-T01-20251031013448,
IE-CAM-T02-turkey-002934,2025-10-31T09:37:45,CAM-T02,turkey,Wild Turkey,0.9725,0.9571,0.9343,0.2061,False,BG-CAM-T02-20251031093745,
IE-CAM-W02-white_tailed_deer-003585,2025-10-31T09:51:25,CAM-W02,white_tailed_deer,White-tailed Deer,0.9356,0.9074,0.8808,0.3459,False,BG-CAM-W02-20251031095125,buck
IE-CAM-P01-white_tailed_deer-001490,2025-10-31T13:40:09,CAM-P01,white_tailed_deer,White-tailed Deer,0.9077,0.8723,0.7872,0.4371,False,BG-CAM-P01-20251031134009,doe
IE-CAM-R01-white_tailed_deer-002289,2025-10-31T17:42:40,CAM-R01,white_tailed_deer,White-tailed Deer,0.9227,0.8909,0.9922,0.3468,False,BG-CAM-R01-20251031174240,doe
IE-CAM-P02-white_tailed_deer-001724,2025-10-31T18:13:14,CAM-P02,white_tailed_deer,White-tailed Deer,0.912,0.8776,0.999,0.3719,False,BG-CAM-P02-20251031181314,buck
IE-CAM-W01-white_tailed_deer-003317,2025-10-31T18:13:41,CAM-W01,white_tailed_deer,White-tailed Deer,0.9151,0.8814,0.999,0.3644,False,BG-CAM-W01-20251031181341,doe
IE-CAM-F01-white_tailed_deer-000334,2025-10-31T19:12:43,CAM-F01,white_tailed_deer,White-tailed Deer,0.9712,0.9553,0.994,0.1852,False,BG-CAM-F01-20251031191243,doe
IE-CAM-P03-white_tailed_deer-002075,2025-10-31T20:33:12,CAM-P03,white_tailed_deer,White-tailed Deer,0.8678,0.8244,0.951,0.4741,False,BG-CAM-P03-20251031203312,doe
IE-CAM-P03-white_tailed_deer-002076,2025-10-31T21:47:17,CAM-P03,white_tailed_deer,White-tailed Deer,0.9128,0.8786,0.8849,0.4002,False,BG-CAM-P03-20251031214717,doe
IE-CAM-F01-feral_hog-000108,2025-11-01T00:53:37,CAM-F01,feral_hog,Feral Hog,0.9149,0.8812,0.9996,0.3646,False,BG-CAM-F01-20251101005337,
IE-CAM-W02-raccoon-003479,2025-11-01T01:23:51,CAM-W02,raccoon,Raccoon,0.8455,0.7987,0.946,0.5112,False,BG-CAM-W02-20251101012351,
IE-CAM-T01-armadillo-002537,2025-11-01T02:47:22,CAM-T01,armadillo,Nine-banded Armadillo,0.8607,0.8162,0.8773,0.4999,False,BG-CAM-T01-20251101024722,
IE-CAM-F03-feral_hog-000724,2025-11-01T05:31:55,CAM-F03,feral_hog,Feral Hog,0.8458,0.7991,0.6025,0.5724,False,BG-CAM-F03-20251101053155,
IE-CAM-F01-feral_hog-000109,2025-11-01T05:59:57,CAM-F01,feral_hog,Feral Hog,0.9308,0.9012,0.5521,0.4647,False,BG-CAM-F01-20251101055957,
IE-CAM-W02-feral_hog-003417,2025-11-01T11:44:00,CAM-W02,feral_hog,Feral Hog,0.9065,0.8708,0.3061,0.5841,False,BG-CAM-W02-20251101114400,
IE-CAM-R02-feral_hog-002386,2025-11-01T14:50:13,CAM-R02,feral_hog,Feral Hog,0.9139,0.8799,0.31,0.575,False,BG-CAM-R02-20251101145013,
IE-CAM-T02-raccoon-002884,2025-11-01T20:10:39,CAM-T02,raccoon,Raccoon,0.9039,0.8676,0.6637,0.4776,False,BG-CAM-T02-20251101201039,
IE-CAM-P02-feral_hog-001612,2025-11-01T22:07:20,CAM-P02,feral_hog,Feral Hog,0.8737,0.8314,0.7973,0.4953,False,BG-CAM-P02-20251101220720,
IE-CAM-P03-feral_hog-001855,2025-11-01T22:39:36,CAM-P03,feral_hog,Feral Hog,0.9363,0.9083,0.8578,0.3514,False,BG-CAM-P03-20251101223936,
IE-CAM-W01-feral_hog-003162,2025-11-01T23:29:59,CAM-W01,feral_hog,Feral Hog,0.8503,0.8042,0.9368,0.5054,False,BG-CAM-W01-20251101232959,
IE-CAM-O02-raccoon-001129,2025-11-01T23:59:16,CAM-O02,raccoon,Raccoon,0.8745,0.8323,1.0,0.4522,False,BG-CAM-O02-20251101235916,
IE-CAM-F02-feral_hog-000440,2025-11-02T05:25:04,CAM-F02,feral_hog,Feral Hog,0.8991,0.8617,0.6138,0.4992,False,BG-CAM-F02-20251102052504,
IE-CAM-F01-turkey-000243,2025-11-02T07:24:57,CAM-F01,turkey,Wild Turkey,0.8979,0.8603,0.9907,0.4066,False,BG-CAM-F01-20251102072457,
IE-CAM-F03-white_tailed_deer-000897,2025-11-02T07:45:35,CAM-F03,white_tailed_deer,White-tailed Deer,0.9629,0.9437,0.9811,0.2242,False,BG-CAM-F03-20251102074535,doe
IE-CAM-P01-cottontail_rabbit-001264,2025-11-02T08:00:49,CAM-P01,cottontail_rabbit,Eastern Cottontail,0.8311,0.7824,0.947,0.5319,False,BG-CAM-P01-20251102080049,
IE-CAM-P01-turkey-001360,2025-11-02T08:42:52,CAM-P01,turkey,Wild Turkey,0.8721,0.8295,0.9873,0.4592,False,BG-CAM-P01-20251102084252,
IE-CAM-R01-turkey-002220,2025-11-02T09:40:29,CAM-R01,turkey,Wild Turkey,0.9047,0.8686,0.9303,0.4063,False,BG-CAM-R01-20251102094029,
IE-CAM-F03-white_tailed_deer-000898,2025-11-02T17:55:43,CAM-F03,white_tailed_deer,White-tailed Deer,0.8565,0.8113,0.9958,0.4851,False,BG-CAM-F03-20251102175543,buck
IE-CAM-R01-white_tailed_deer-002290,2025-11-02T21:02:56,CAM-R01,white_tailed_deer,White-tailed Deer,0.923,0.8913,0.9274,0.3644,False,BG-CAM-R01-20251102210256,buck
IE-CAM-T01-armadillo-002538,2025-11-02T22:55:36,CAM-T01,armadillo,Nine-banded Armadillo,0.8975,0.8598,0.9383,0.4199,False,BG-CAM-T01-20251102225536,
IE-CAM-W01-raccoon-003236,2025-11-03T01:34:17,CAM-W01,raccoon,Raccoon,0.8251,0.7757,0.9314,0.5423,False,BG-CAM-W01-20251103013417,
IE-CAM-P03-feral_hog-001856,2025-11-03T03:31:42,CAM-P03,feral_hog,Feral Hog,0.9521,0.9291,0.8395,0.3139,False,BG-CAM-P03-20251103033142,
IE-CAM-T02-white_tailed_deer-003029,2025-11-03T06:32:44,CAM-T02,white_tailed_deer,White-tailed Deer,0.9058,0.8699,1.0,0.3866,False,BG-CAM-T02-20251103063244,doe
IE-CAM-T02-turkey-002935,2025-11-03T06:34:46,CAM-T02,turkey,Wild Turkey,0.9294,0.8994,0.948,0.3418,False,BG-CAM-T02-20251103063446,
IE-CAM-P01-turkey-001361,2025-11-03T07:20:30,CAM-P01,turkey,Wild Turkey,0.9001,0.8629,0.9885,0.4024,False,BG-CAM-P01-20251103072030,
IE-CAM-P03-turkey-001938,2025-11-03T09:40:18,CAM-P03,turkey,Wild Turkey,0.8632,0.8191,0.9303,0.4858,False,BG-CAM-P03-20251103094018,
IE-CAM-T02-white_tailed_deer-003030,2025-11-03T18:14:41,CAM-T02,white_tailed_deer,White-tailed Deer,0.8869,0.847,0.9991,0.4281,False,BG-CAM-T02-20251103181441,doe
IE-CAM-T02-white_tailed_deer-003031,2025-11-03T19:11:59,CAM-T02,white_tailed_deer,White-tailed Deer,0.9457,0.9206,0.9943,0.2792,False,BG-CAM-T02-20251103191159,doe
IE-CAM-P03-white_tailed_deer-002077,2025-11-03T20:53:34,CAM-P03,white_tailed_deer,White-tailed Deer,0.9271,0.8965,0.9351,0.3517,False,BG-CAM-P03-20251103205334,doe
IE-CAM-O01-white_tailed_deer-001026,2025-11-04T05:15:35,CAM-O01,white_tailed_deer,White-tailed Deer,0.9444,0.9189,0.9811,0.2878,False,BG-CAM-O01-20251104051535,doe
IE-CAM-R01-white_tailed_deer-002291,2025-11-04T05:58:55,CAM-R01,white_tailed_deer,White-tailed Deer,0.9331,0.9042,0.9965,0.3168,False,BG-CAM-R01-20251104055855,buck
IE-CAM-O02-white_tailed_deer-001201,2025-11-04T06:47:09,CAM-O02,white_tailed_deer,White-tailed Deer,0.949,0.9249,0.999,0.267,False,BG-CAM-O02-20251104064709,doe
IE-CAM-T01-white_tailed_deer-002714,2025-11-04T07:15:26,CAM-T01,white_tailed_deer,White-tailed Deer,0.9434,0.9176,0.9931,0.2869,False,BG-CAM-T01-20251104071526,buck
IE-CAM-F01-turkey-000244,2025-11-04T10:06:59,CAM-F01,turkey,Wild Turkey,0.9161,0.8827,0.8918,0.3908,False,BG-CAM-F01-20251104100659,
IE-CAM-F01-white_tailed_deer-000335,2025-11-04T10:37:27,CAM-F01,white_tailed_deer,White-tailed Deer,0.9236,0.8921,0.8328,0.3903,False,BG-CAM-F01-20251104103727,buck
IE-CAM-F01-turkey-000245,2025-11-04T11:04:48,CAM-F01,turkey,Wild Turkey,0.9107,0.876,0.7841,0.4319,False,BG-CAM-F01-20251104110448,
IE-CAM-F03-raccoon-000799,2025-11-04T11:09:25,CAM-F03,raccoon,Raccoon,0.8294,0.7805,0.162,0.6754,True,BG-CAM-F03-20251104110925,
IE-CAM-F02-white_tailed_deer-000617,2025-11-04T18:10:03,CAM-F02,white_tailed_deer,White-tailed Deer,0.9346,0.9061,0.9986,0.3119,False,BG-CAM-F02-20251104181003,doe
IE-CAM-P03-armadillo-001794,2025-11-04T23:41:40,CAM-P03,armadillo,Nine-banded Armadillo,0.8025,0.7508,0.9831,0.5636,False,BG-CAM-P03-20251104234140,
IE-CAM-F03-feral_hog-000725,2025-11-04T23:45:07,CAM-F03,feral_hog,Feral Hog,0.9479,0.9235,0.9564,0.2852,False,BG-CAM-F03-20251104234507,
IE-CAM-P03-feral_hog-001857,2025-11-05T00:55:02,CAM-P03,feral_hog,Feral Hog,0.8886,0.8491,0.9998,0.4243,False,BG-CAM-P03-20251105005502,
IE-CAM-O01-raccoon-000982,2025-11-05T02:18:56,CAM-O01,raccoon,Raccoon,0.908,0.8726,0.8591,0.4176,False,BG-CAM-O01-20251105021856,
IE-CAM-W01-raccoon-003237,2025-11-05T03:52:30,CAM-W01,raccoon,Raccoon,0.86,0.8154,0.6592,0.5441,False,BG-CAM-W01-20251105035230,
IE-CAM-P01-turkey-001362,2025-11-05T08:47:41,CAM-P01,turkey,Wild Turkey,0.9074,0.8719,0.9842,0.3867,False,BG-CAM-P01-20251105084741,
IE-CAM-T02-feral_hog-002865,2025-11-05T14:33:55,CAM-T02,feral_hog,Feral Hog,0.8768,0.835,0.3078,0.6111,True,BG-CAM-T02-20251105143355,
IE-CAM-P02-white_tailed_deer-001725,2025-11-05T17:03:10,CAM-P02,white_tailed_deer,White-tailed Deer,0.915,0.8813,0.9748,0.371,False,BG-CAM-P02-20251105170310,doe
IE-CAM-R01-white_tailed_deer-002292,2025-11-05T17:12:25,CAM-R01,white_tailed_deer,White-tailed Deer,0.885,0.8448,0.9796,0.436,False,BG-CAM-R01-20251105171225,doe
IE-CAM-T02-coyote-002821,2025-11-05T18:04:38,CAM-T02,coyote,Coyote,0.796,0.7437,0.9983,0.5694,False,BG-CAM-T02-20251105180438,
IE-CAM-O01-cottontail_rabbit-000954,2025-11-05T18:21:17,CAM-O01,cottontail_rabbit,Eastern Cottontail,0.8771,0.8354,0.9994,0.4473,False,BG-CAM-O01-20251105182117,
IE-CAM-F01-white_tailed_deer-000336,2025-11-05T19:45:18,CAM-F01,white_tailed_deer,White-tailed Deer,0.9663,0.9484,0.9811,0.211,False,BG-CAM-F01-20251105194518,doe
IE-CAM-F01-coyote-000012,2025-11-05T20:17:00,CAM-F01,coyote,Coyote,0.8382,0.7904,0.9715,0.5179,False,BG-CAM-F01-20251105201700,
IE-CAM-R01-armadillo-002124,2025-11-05T20:31:56,CAM-R01,armadillo,Nine-banded Armadillo,0.9051,0.8691,0.6854,0.4695,False,BG-CAM-R01-20251105203156,
IE-CAM-T02-white_tailed_deer-003032,2025-11-05T20:48:33,CAM-T02,white_tailed_deer,White-tailed Deer,0.9126,0.8783,0.9392,0.3862,False,BG-CAM-T02-20251105204833,buck
IE-CAM-W01-feral_hog-003163,2025-11-05T22:16:42,CAM-W01,feral_hog,Feral Hog,0.8336,0.7852,0.8148,0.5494,False,BG-CAM-W01-20251105221642,
IE-CAM-F03-feral_hog-000726,2025-11-06T00:30:49,CAM-F03,feral_hog,Feral Hog,0.88,0.8388,0.9928,0.4431,False,BG-CAM-F03-20251106003049,
IE-CAM-O01-raccoon-000983,2025-11-06T00:57:48,CAM-O01,raccoon,Raccoon,0.8554,0.8101,0.9741,0.4907,False,BG-CAM-O01-20251106005748,
IE-CAM-T02-armadillo-002764,2025-11-06T01:23:18,CAM-T02,armadillo,Nine-banded Armadillo,0.8221,0.7724,0.9802,0.5392,False,BG-CAM-T02-20251106012318,
IE-CAM-F01-feral_hog-000110,2025-11-06T02:51:29,CAM-F01,feral_hog,Feral Hog,0.8744,0.8322,0.9081,0.471,False,BG-CAM-F01-20251106025129,
IE-CAM-W01-white_tailed_deer-003318,2025-11-06T07:10:54,CAM-W01,white_tailed_deer,White-tailed Deer,0.9095,0.8745,0.9946,0.3791,False,BG-CAM-W01-20251106071054,buck
IE-CAM-F02-turkey-000533,2025-11-06T07:13:56,CAM-F02,turkey,Wild Turkey,0.8824,0.8417,0.9842,0.4402,False,BG-CAM-F02-20251106071356,
IE-CAM-F03-coyote-000641,2025-11-06T08:38:50,CAM-F03,coyote,Coyote,0.9459,0.9208,0.9598,0.2905,False,BG-CAM-F03-20251106083850,
IE-CAM-R01-turkey-002221,2025-11-06T10:51:33,CAM-R01,turkey,Wild Turkey,0.9067,0.871,0.8104,0.4331,False,BG-CAM-R01-20251106105133,
IE-CAM-O02-turkey-001151,2025-11-06T10:54:23,CAM-O02,turkey,Wild Turkey,0.8912,0.8522,0.8044,0.464,False,BG-CAM-O02-20251106105423,
IE-CAM-F01-coyote-000013,2025-11-06T11:50:05,CAM-F01,coyote,Coyote,0.8049,0.7534,0.8007,0.5845,False,BG-CAM-F01-20251106115005,
IE-CAM-P01-white_tailed_deer-001491,2025-11-06T20:40:20,CAM-P01,white_tailed_deer,White-tailed Deer,0.9288,0.8987,0.9457,0.344,False,BG-CAM-P01-20251106204020,buck
IE-CAM-R01-axis_deer-002140,2025-11-06T20:45:53,CAM-R01,axis_deer,Axis Deer,0.7932,0.7406,0.9352,0.5801,False,BG-CAM-R01-20251106204553,
IE-CAM-P03-feral_hog-001858,2025-11-06T22:14:45,CAM-P03,feral_hog,Feral Hog,0.8606,0.8161,0.811,0.5128,False,BG-CAM-P03-20251106221445,
IE-CAM-P01-armadillo-001231,2025-11-06T23:29:36,CAM-P01,armadillo,Nine-banded Armadillo,0.8484,0.802,0.9739,0.502,False,BG-CAM-P01-20251106232936,
IE-CAM-W01-bobcat-003080,2025-11-07T00:14:01,CAM-W01,bobcat,Bobcat,0.8295,0.7806,0.6652,0.5789,False,BG-CAM-W01-20251107001401,
IE-CAM-T02-turkey-002936,2025-11-07T06:16:39,CAM-T02,turkey,Wild Turkey,0.9375,0.9099,0.9249,0.3266,False,BG-CAM-T02-20251107061639,
IE-CAM-F03-white_tailed_deer-000899,2025-11-07T06:20:37,CAM-F03,white_tailed_deer,White-tailed Deer,0.9148,0.881,0.9997,0.365,False,BG-CAM-F03-20251107062037,doe
IE-CAM-O01-white_tailed_deer-001027,2025-11-07T07:07:18,CAM-O01,white_tailed_deer,White-tailed Deer,0.9244,0.8931,0.9953,0.3413,False,BG-CAM-O01-20251107070718,doe
IE-CAM-R01-turkey-002222,2025-11-07T08:21:03,CAM-R01,turkey,Wild Turkey,0.9582,0.9373,0.9968,0.2355,False,BG-CAM-R01-20251107082103,
IE-CAM-P01-white_tailed_deer-001492,2025-11-07T08:30:03,CAM-P01,white_tailed_deer,White-tailed Deer,0.8988,0.8614,0.9533,0.4135,False,BG-CAM-P01-20251107083003,doe
IE-CAM-W02-white_tailed_deer-003586,2025-11-07T16:50:54,CAM-W02,white_tailed_deer,White-tailed Deer,0.913,0.8788,0.967,0.378,False,BG-CAM-W02-20251107165054,doe
